id,user_id,shop_id,place_id,added_at
1,5,1,ChIJyRLXBlJYHS4RWNj0yvAvSAQ,2026-01-22T10:51:24.131759
2,4,1,ChIJyRLXBlJYHS4RWNj0yvAvSAQ,2026-01-22T11:03:35.973796
3,9,1,ChIJyRLXBlJYHS4RWNj0yvAvSAQ,2026-04-28T17:30:34.216295
